date,district,latitude,longitude,rainfall_24h,rainfall_3day,rainfall_7day,max_daily_rain,forecast_rain,max_temperature,average_temperature,average_humidity,soil_moisture,max_wind_speed,heavy_rain,heatwave,flood
2021-04-01,Buner,34.4833,72.5333,0.0,1.45,5.55,0.23,0.42,22.94,15.72,51.78,0.154,9.84,0,0,0
2021-04-02,Buner,34.4833,72.5333,0.14,0.9,5.87,0.77,2.1,19.61,12.76,59.41,0.257,62.6,0,0,0
2021-04-03,Buner,34.4833,72.5333,0.0,8.93,12.54,0.19,0.06,18.93,12.66,72.13,0.303,10.3,0,0,0
2021-04-04,Buner,34.4833,72.5333,2.31,6.2,7.88,2.31,1.17,18.06,10.6,67.39,0.184,8.03,0,0,0
2021-04-05,Buner,34.4833,72.5333,0.36,1.23,2.57,0.83,2.15,16.69,7.75,36.92,0.17,8.74,0,0,0
2021-04-06,Buner,34.4833,72.5333,0.41,1.78,2.75,0.41,0.98,23.18,17.02,52.93,0.144,23.0,0,0,0
2021-04-07,Buner,34.4833,72.5333,3.03,6.4,8.24,3.03,0.9,23.26,17.22,65.47,0.185,6.98,0,0,0
2021-04-08,Buner,34.4833,72.5333,0.0,1.09,3.7,1.25,2.6,26.27,17.77,45.12,0.081,16.64,0,0,0
2021-04-09,Buner,34.4833,72.5333,4.09,4.8,11.26,4.09,0.0,31.34,24.21,27.49,0.207,8.12,0,1,0
2021-04-10,Buner,34.4833,72.5333,0.07,2.58,7.38,1.85,0.75,18.65,11.64,61.75,0.236,21.04,0,0,0
2021-04-11,Buner,34.4833,72.5333,0.0,5.81,12.41,1.04,0.19,23.69,15.25,79.01,0.197,15.42,0,0,0
2021-04-12,Buner,34.4833,72.5333,5.1,10.43,21.45,5.1,0.32,17.9,10.67,61.21,0.307,13.83,0,0,0
2021-04-13,Buner,34.4833,72.5333,1.75,4.33,8.31,1.75,0.31,25.18,17.92,38.31,0.281,17.25,0,0,0
2021-04-14,Buner,34.4833,72.5333,0.27,2.32,2.56,0.27,0.07,16.68,8.66,29.26,0.16,12.27,0,0,0
2021-04-15,Buner,34.4833,72.5333,0.0,0.38,2.01,0.37,0.49,17.14,9.16,72.1,0.094,2.65,0,0,0
2021-04-16,Buner,34.4833,72.5333,0.18,2.41,2.92,1.08,1.52,18.62,11.16,38.6,0.157,18.3,0,0,0
2021-04-17,Buner,34.4833,72.5333,0.0,0.47,9.02,1.35,0.61,22.13,13.85,51.99,0.209,11.85,0,0,0
2021-04-18,Buner,34.4833,72.5333,0.21,12.4,20.27,1.96,0.16,26.93,20.48,73.17,0.375,3.83,0,0,0
2021-04-19,Buner,34.4833,72.5333,0.0,0.27,6.62,0.94,1.06,18.35,9.99,53.74,0.138,14.21,0,0,0
2021-04-20,Buner,34.4833,72.5333,0.0,0.09,0.8,0.37,0.32,23.84,15.37,37.88,0.23,8.73,0,0,0
2021-04-21,Buner,34.4833,72.5333,0.06,3.27,14.55,1.34,0.51,28.08,21.1,37.81,0.327,13.51,0,0,0
2021-04-22,Buner,34.4833,72.5333,1.26,5.28,13.65,1.26,0.14,19.83,13.32,38.87,0.241,8.07,0,0,0
2021-04-23,Buner,34.4833,72.5333,1.02,4.25,7.95,2.52,1.34,20.76,12.54,51.14,0.184,18.53,0,0,0
2021-04-24,Buner,34.4833,72.5333,0.7,1.18,2.65,2.34,0.46,14.67,8.08,62.55,0.17,12.72,0,0,0
2021-04-25,Buner,34.4833,72.5333,0.0,0.14,2.98,2.13,3.44,15.5,9.39,64.12,0.211,0.28,0,0,0
2021-04-26,Buner,34.4833,72.5333,0.0,7.36,7.59,0.34,0.63,20.04,11.95,31.84,0.139,21.22,0,0,0
2021-04-27,Buner,34.4833,72.5333,0.0,5.18,7.18,2.8,0.44,18.44,12.02,62.78,0.215,12.79,0,0,0
2021-04-28,Buner,34.4833,72.5333,0.0,10.8,15.46,2.5,1.54,21.28,13.3,70.76,0.251,15.33,0,0,0
2021-04-29,Buner,34.4833,72.5333,1.43,1.51,3.22,1.43,0.26,27.07,20.2,59.07,0.177,2.08,0,0,0
2021-04-30,Buner,34.4833,72.5333,0.41,1.87,7.32,1.34,0.75,22.51,15.36,50.42,0.223,0.0,0,0,0
2021-05-01,Buner,34.4833,72.5333,0.0,0.23,4.66,3.41,1.29,26.82,19.68,11.9,0.132,23.7,0,0,0
2021-05-02,Buner,34.4833,72.5333,0.68,5.16,10.49,0.68,1.72,30.59,23.58,36.63,0.229,4.75,0,1,0
2021-05-03,Buner,34.4833,72.5333,0.39,6.89,8.05,1.29,0.59,30.06,20.41,41.47,0.289,3.04,0,1,0
2021-05-04,Buner,34.4833,72.5333,5.49,5.82,6.38,5.49,0.06,33.3,24.79,30.33,0.201,6.99,0,1,0
2021-05-05,Buner,34.4833,72.5333,0.0,3.01,3.19,2.52,0.26,40.67,33.65,60.11,0.275,24.57,0,1,0
2021-05-06,Buner,34.4833,72.5333,0.9,1.5,4.52,1.77,0.51,31.53,25.04,23.44,0.106,15.03,0,1,0
2021-05-07,Buner,34.4833,72.5333,0.0,1.24,9.72,1.3,1.69,26.26,16.82,16.49,0.209,31.83,0,0,0
2021-05-08,Buner,34.4833,72.5333,1.5,7.64,10.87,1.5,0.36,36.22,28.12,19.18,0.209,19.64,0,1,0
2021-05-09,Buner,34.4833,72.5333,0.0,4.58,6.23,1.79,0.0,29.88,21.95,47.07,0.206,15.56,0,0,0
2021-05-10,Buner,34.4833,72.5333,0.0,2.33,4.61,2.0,0.4,27.58,20.17,55.72,0.134,15.33,0,0,0
2021-05-11,Buner,34.4833,72.5333,0.82,1.89,6.16,0.82,3.4,33.68,27.08,36.36,0.152,30.78,0,1,0
2021-05-12,Buner,34.4833,72.5333,0.0,0.08,5.88,1.24,0.64,29.31,20.19,41.91,0.126,27.63,0,0,0
2021-05-13,Buner,34.4833,72.5333,0.79,5.92,8.21,0.79,1.96,32.13,23.51,26.6,0.192,20.11,0,1,0
2021-05-14,Buner,34.4833,72.5333,0.28,1.64,13.32,3.49,0.63,36.72,28.52,34.0,0.287,8.9,0,1,0
2021-05-15,Buner,34.4833,72.5333,1.27,1.88,8.47,6.31,1.29,33.54,25.06,39.04,0.255,6.14,0,1,0
2021-05-16,Buner,34.4833,72.5333,0.0,3.82,5.3,0.04,0.77,27.32,19.62,54.99,0.147,15.82,0,0,0
2021-05-17,Buner,34.4833,72.5333,0.15,1.02,3.65,1.47,0.87,24.2,17.72,53.21,0.114,19.66,0,0,0
2021-05-18,Buner,34.4833,72.5333,1.72,2.42,5.66,1.72,0.6,23.54,16.12,51.23,0.183,14.45,0,0,0
2021-05-19,Buner,34.4833,72.5333,0.38,0.46,12.22,1.15,0.21,34.35,27.87,33.98,0.317,10.47,0,1,0
2021-05-20,Buner,34.4833,72.5333,0.12,1.28,7.31,0.18,2.18,26.13,18.56,16.33,0.219,5.17,0,0,0
2021-05-21,Buner,34.4833,72.5333,0.67,3.35,4.24,3.54,1.99,35.29,26.78,41.96,0.258,12.49,0,1,0
2021-05-22,Buner,34.4833,72.5333,0.0,16.27,18.63,1.19,0.58,32.0,22.69,53.75,0.347,14.36,0,1,0
2021-05-23,Buner,34.4833,72.5333,0.07,0.09,8.34,0.29,2.27,24.73,17.12,50.53,0.157,10.29,0,0,0
2021-05-24,Buner,34.4833,72.5333,0.0,2.01,5.23,4.35,2.28,31.67,25.56,47.41,0.196,19.11,0,1,0
2021-05-25,Buner,34.4833,72.5333,1.25,1.96,2.09,1.25,1.77,24.85,15.65,29.64,0.276,41.14,0,0,0
2021-05-26,Buner,34.4833,72.5333,0.0,4.34,5.54,0.26,2.92,27.51,18.22,29.15,0.135,21.18,0,0,0
2021-05-27,Buner,34.4833,72.5333,1.47,7.94,18.14,2.06,1.77,27.8,20.48,45.06,0.372,10.89,0,0,0
2021-05-28,Buner,34.4833,72.5333,0.16,2.48,4.59,0.16,3.91,30.14,21.29,31.57,0.1,24.61,0,1,0
2021-05-29,Buner,34.4833,72.5333,0.84,1.6,5.57,0.84,1.01,25.68,16.77,25.29,0.13,15.21,0,0,0
2021-05-30,Buner,34.4833,72.5333,1.02,2.92,7.03,1.02,2.35,33.73,27.5,28.83,0.215,25.36,0,1,0
2021-05-31,Buner,34.4833,72.5333,0.3,2.7,7.26,3.25,0.04,25.74,17.03,59.57,0.229,4.69,0,0,0
2021-06-01,Buner,34.4833,72.5333,0.0,7.42,14.02,2.13,1.34,36.64,29.77,40.46,0.277,16.42,0,1,0
2021-06-02,Buner,34.4833,72.5333,0.61,1.65,5.9,1.75,1.14,30.26,22.06,12.9,0.178,14.19,0,1,0
2021-06-03,Buner,34.4833,72.5333,0.53,2.72,3.92,4.1,0.71,29.66,21.5,34.12,0.13,10.81,0,0,0
2021-06-04,Buner,34.4833,72.5333,0.38,0.59,1.71,1.78,0.27,29.46,21.42,27.5,0.15,13.86,0,0,0
2021-06-05,Buner,34.4833,72.5333,0.0,5.74,10.85,4.03,0.94,25.02,17.16,40.04,0.228,13.24,0,0,0
2021-06-06,Buner,34.4833,72.5333,0.19,4.51,5.09,0.48,0.24,30.48,23.37,22.45,0.12,15.22,0,1,0
2021-06-07,Buner,34.4833,72.5333,0.94,1.07,13.45,3.13,0.4,39.58,32.42,39.75,0.298,0.0,0,1,0
2021-06-08,Buner,34.4833,72.5333,2.38,3.16,4.32,2.38,0.62,31.49,24.22,35.9,0.079,18.52,0,1,0
2021-06-09,Buner,34.4833,72.5333,0.53,4.39,4.93,0.61,1.14,31.32,24.94,43.56,0.133,22.94,0,1,0
2021-06-10,Buner,34.4833,72.5333,0.88,1.34,3.13,5.23,0.16,29.01,20.31,57.98,0.122,10.01,0,0,0
2021-06-11,Buner,34.4833,72.5333,0.0,0.79,1.84,2.35,0.85,31.4,24.66,38.23,0.179,19.26,0,1,0
2021-06-12,Buner,34.4833,72.5333,0.87,2.41,4.84,2.23,1.87,32.69,25.36,48.74,0.13,31.05,0,1,0
2021-06-13,Buner,34.4833,72.5333,0.96,3.44,3.9,0.96,0.32,29.74,23.02,29.14,0.217,8.96,0,0,0
2021-06-14,Buner,34.4833,72.5333,0.72,6.29,14.45,0.72,1.16,35.39,26.88,44.04,0.295,5.89,0,1,0
2021-06-15,Buner,34.4833,72.5333,0.87,1.15,1.72,2.36,0.63,29.02,21.84,33.7,0.169,12.97,0,0,0
2021-06-16,Buner,34.4833,72.5333,0.0,3.84,3.97,1.84,2.53,34.09,27.98,57.03,0.202,10.32,0,1,0
2021-06-17,Buner,34.4833,72.5333,1.28,3.71,4.56,4.14,1.17,31.13,24.67,10.0,0.175,22.01,0,1,0
2021-06-18,Buner,34.4833,72.5333,0.0,1.4,4.26,0.01,1.21,29.97,23.84,33.25,0.134,14.02,0,0,0
2021-06-19,Buner,34.4833,72.5333,1.21,3.56,5.26,1.21,3.47,36.28,29.97,28.36,0.137,9.06,0,1,0
2021-06-20,Buner,34.4833,72.5333,0.8,4.79,7.12,0.8,0.23,30.64,23.72,29.11,0.188,13.89,0,1,0
2021-06-21,Buner,34.4833,72.5333,0.0,0.45,2.36,0.85,3.37,33.62,25.55,59.18,0.13,11.12,0,1,0
2021-06-22,Buner,34.4833,72.5333,0.09,0.51,28.05,0.83,0.87,29.66,23.41,18.93,0.336,18.98,0,0,0
2021-06-23,Buner,34.4833,72.5333,0.78,1.07,7.63,4.29,2.78,26.87,20.56,47.26,0.229,22.31,0,0,0
2021-06-24,Buner,34.4833,72.5333,85.71,128.29,171.29,85.71,1.23,29.85,23.52,34.42,0.6,19.92,1,0,1
2021-06-25,Buner,34.4833,72.5333,3.93,5.1,10.43,3.93,2.28,25.4,15.74,32.24,0.226,4.01,0,0,0
2021-06-26,Buner,34.4833,72.5333,1.34,1.42,2.37,3.07,0.9,35.94,28.78,31.12,0.175,18.07,0,1,0
2021-06-27,Buner,34.4833,72.5333,0.0,2.82,9.04,1.85,0.21,38.09,28.77,49.96,0.171,42.55,0,1,0
2021-06-28,Buner,34.4833,72.5333,0.0,1.61,3.01,0.01,0.09,39.36,31.34,34.28,0.168,21.44,0,1,0
2021-06-29,Buner,34.4833,72.5333,1.62,3.64,4.16,1.62,1.3,27.45,19.12,41.45,0.258,10.16,0,0,0
2021-06-30,Buner,34.4833,72.5333,0.8,3.07,6.21,0.8,0.75,29.72,21.16,51.65,0.125,17.43,0,0,0
2021-07-01,Buner,34.4833,72.5333,5.15,11.37,39.89,10.03,1.18,27.83,18.71,37.07,0.335,10.06,0,0,0
2021-07-02,Buner,34.4833,72.5333,3.41,13.56,18.76,17.11,1.84,38.27,30.78,51.4,0.312,15.62,0,1,0
2021-07-03,Buner,34.4833,72.5333,0.0,10.71,19.57,2.32,5.05,32.59,26.35,42.99,0.304,12.75,0,1,0
2021-07-04,Buner,34.4833,72.5333,0.38,1.93,23.91,3.38,6.61,33.2,24.68,47.77,0.351,2.04,0,1,0
2021-07-05,Buner,34.4833,72.5333,10.8,17.6,17.95,10.8,0.17,32.05,25.95,39.78,0.193,16.47,1,1,0
2021-07-06,Buner,34.4833,72.5333,2.4,9.41,15.03,2.4,0.38,34.01,27.52,51.32,0.257,43.29,0,1,0
2021-07-07,Buner,34.4833,72.5333,1.29,7.63,21.83,6.98,3.45,26.75,18.49,42.54,0.223,8.26,0,0,0
2021-07-08,Buner,34.4833,72.5333,1.52,16.42,19.65,1.52,6.09,29.63,20.36,34.29,0.226,0.0,0,0,0
2021-07-09,Buner,34.4833,72.5333,4.71,8.25,24.69,4.71,2.51,27.49,19.15,26.17,0.275,15.36,0,0,0
2021-07-10,Buner,34.4833,72.5333,1.79,2.7,47.84,1.79,3.59,32.84,23.63,57.4,0.42,1.57,0,1,0
2021-07-11,Buner,34.4833,72.5333,94.42,152.73,200.75,94.42,0.45,34.78,27.16,46.99,0.6,18.47,1,1,1
2021-07-12,Buner,34.4833,72.5333,3.32,3.76,5.76,12.31,0.03,31.69,25.27,28.46,0.172,22.12,0,1,0
2021-07-13,Buner,34.4833,72.5333,4.26,22.29,68.6,4.26,3.08,31.52,22.39,33.65,0.6,10.8,1,1,0
2021-07-14,Buner,34.4833,72.5333,2.21,10.16,16.77,2.21,3.11,30.75,24.73,42.24,0.258,20.3,0,1,0
2021-07-15,Buner,34.4833,72.5333,8.36,11.23,22.27,8.36,0.4,30.33,22.21,20.54,0.236,13.07,0,1,1
2021-07-16,Buner,34.4833,72.5333,0.0,1.0,5.4,0.01,0.22,27.69,20.28,28.38,0.153,24.29,0,0,0
2021-07-17,Buner,34.4833,72.5333,0.43,35.55,37.58,9.9,0.28,39.86,32.87,42.35,0.41,22.05,1,1,0
2021-07-18,Buner,34.4833,72.5333,2.92,4.04,26.84,2.92,1.16,31.44,22.9,27.89,0.299,29.16,0,1,0
2021-07-19,Buner,34.4833,72.5333,15.47,29.74,38.11,15.47,7.43,29.02,20.85,35.76,0.274,15.85,1,0,1
2021-07-20,Buner,34.4833,72.5333,0.29,2.77,11.32,0.29,1.46,28.82,22.26,35.93,0.206,6.48,0,0,0
2021-07-21,Buner,34.4833,72.5333,9.05,14.84,23.69,9.05,6.78,30.93,21.44,20.3,0.315,16.73,1,1,1
2021-07-22,Buner,34.4833,72.5333,1.41,25.16,46.66,1.67,1.39,25.04,17.3,45.19,0.452,10.33,1,0,0
2021-07-23,Buner,34.4833,72.5333,3.24,6.44,10.18,3.24,0.24,26.53,19.98,48.43,0.195,19.75,0,0,0
2021-07-24,Buner,34.4833,72.5333,2.11,7.48,10.07,3.41,4.0,31.86,23.28,40.42,0.272,15.68,0,1,0
2021-07-25,Buner,34.4833,72.5333,28.55,40.51,48.88,28.55,2.74,34.82,26.36,30.62,0.515,13.88,1,1,1
2021-07-26,Buner,34.4833,72.5333,4.91,13.86,38.5,7.03,15.16,31.99,22.49,30.38,0.399,11.67,0,1,0
2021-07-27,Buner,34.4833,72.5333,4.33,16.16,26.03,4.33,5.6,36.93,30.17,41.66,0.239,20.94,0,1,0
2021-07-28,Buner,34.4833,72.5333,5.3,10.71,40.14,5.3,0.03,32.3,24.84,10.0,0.375,15.36,0,1,0
2021-07-29,Buner,34.4833,72.5333,4.07,7.98,14.27,7.63,2.58,29.37,23.15,11.69,0.312,12.52,0,0,0
2021-07-30,Buner,34.4833,72.5333,5.57,9.51,9.86,12.86,0.67,32.6,24.27,39.58,0.223,22.02,0,1,0
2021-07-31,Buner,34.4833,72.5333,2.99,3.88,5.45,2.99,0.04,27.61,21.58,36.92,0.056,23.24,0,0,0
2021-08-01,Buner,34.4833,72.5333,2.9,3.86,14.93,7.55,2.76,30.87,22.22,36.37,0.324,28.85,0,1,0
2021-08-02,Buner,34.4833,72.5333,3.81,8.09,8.91,3.81,1.96,25.45,15.84,36.62,0.164,14.54,0,0,0
2021-08-03,Buner,34.4833,72.5333,0.22,9.06,10.64,6.98,4.45,30.38,21.54,28.91,0.219,22.42,0,1,0
2021-08-04,Buner,34.4833,72.5333,0.05,4.82,8.5,0.71,1.14,24.64,18.52,38.94,0.195,19.09,0,0,0
2021-08-05,Buner,34.4833,72.5333,0.16,2.62,5.93,1.38,0.86,32.42,25.83,26.73,0.195,28.61,0,1,0
2021-08-06,Buner,34.4833,72.5333,0.0,12.89,23.59,2.66,0.53,28.05,19.94,45.97,0.305,3.29,0,0,0
2021-08-07,Buner,34.4833,72.5333,1.32,14.94,15.42,10.84,1.29,27.51,19.67,21.63,0.291,18.05,0,0,0
2021-08-08,Buner,34.4833,72.5333,119.36,179.2,270.91,119.36,7.15,38.37,30.96,41.64,0.6,17.67,1,1,1
2021-08-09,Buner,34.4833,72.5333,8.55,10.01,13.21,8.55,4.32,29.71,22.87,34.74,0.262,17.94,0,0,1
2021-08-10,Buner,34.4833,72.5333,3.24,18.81,30.31,3.86,1.79,29.63,21.93,42.03,0.336,7.86,1,0,0
2021-08-11,Buner,34.4833,72.5333,2.49,3.59,10.1,4.12,2.33,29.46,20.57,27.44,0.208,8.3,0,0,0
2021-08-12,Buner,34.4833,72.5333,1.74,10.2,16.36,5.52,4.57,25.32,15.88,63.65,0.175,15.64,0,0,0
2021-08-13,Buner,34.4833,72.5333,0.0,25.15,28.36,10.1,6.44,28.59,18.85,19.1,0.337,24.35,1,0,0
2021-08-14,Buner,34.4833,72.5333,1.71,26.03,82.76,1.71,10.05,19.97,10.49,28.26,0.6,19.87,1,0,0
2021-08-15,Buner,34.4833,72.5333,1.21,3.18,73.44,1.21,5.65,29.01,22.68,31.18,0.6,27.49,0,0,0
2021-08-16,Buner,34.4833,72.5333,0.74,1.57,22.4,5.3,0.39,25.29,15.98,45.25,0.303,30.35,0,0,0
2021-08-17,Buner,34.4833,72.5333,2.76,4.25,6.82,2.76,3.57,30.84,24.7,31.12,0.203,16.72,0,1,0
2021-08-18,Buner,34.4833,72.5333,0.65,37.5,70.02,2.83,0.12,31.2,21.25,23.27,0.578,24.02,1,1,0
2021-08-19,Buner,34.4833,72.5333,11.65,12.63,40.46,11.65,1.8,35.26,27.29,10.91,0.362,17.95,1,1,1
2021-08-20,Buner,34.4833,72.5333,17.83,19.64,20.51,17.83,1.58,23.22,13.87,69.13,0.299,14.68,1,0,1
2021-08-21,Buner,34.4833,72.5333,2.31,9.06,34.45,6.25,3.6,35.44,26.93,33.63,0.294,10.15,0,1,0
2021-08-22,Buner,34.4833,72.5333,1.7,3.86,4.07,1.7,2.03,27.53,20.0,11.85,0.247,8.41,0,0,0
2021-08-23,Buner,34.4833,72.5333,1.7,25.82,29.89,7.51,2.43,33.62,24.13,22.62,0.457,19.43,1,1,0
2021-08-24,Buner,34.4833,72.5333,4.95,13.92,21.34,4.95,1.02,27.55,20.55,68.78,0.323,20.94,0,0,0
2021-08-25,Buner,34.4833,72.5333,2.36,3.18,8.03,2.36,0.65,27.86,20.92,66.31,0.29,2.26,0,0,0
2021-08-26,Buner,34.4833,72.5333,2.41,20.79,73.33,3.44,0.53,34.97,26.71,23.42,0.6,19.65,1,1,0
2021-08-27,Buner,34.4833,72.5333,11.35,13.39,18.01,11.35,0.31,27.28,19.83,37.18,0.298,11.87,1,0,1
2021-08-28,Buner,34.4833,72.5333,9.11,11.01,12.09,9.11,0.2,28.65,19.49,35.59,0.219,15.91,1,0,0
2021-08-29,Buner,34.4833,72.5333,2.0,6.11,7.82,6.5,0.92,28.58,22.44,51.14,0.201,23.01,0,0,0
2021-08-30,Buner,34.4833,72.5333,2.87,4.53,20.34,2.87,1.2,33.37,27.04,53.69,0.324,24.57,0,1,0
2021-08-31,Buner,34.4833,72.5333,13.81,17.39,31.87,13.81,1.65,35.04,26.8,10.0,0.212,21.41,1,1,1
2021-09-01,Buner,34.4833,72.5333,0.66,1.76,17.96,5.73,3.42,23.86,17.3,46.53,0.341,18.28,0,0,0
2021-09-02,Buner,34.4833,72.5333,2.17,2.68,3.14,10.47,0.33,17.46,10.24,43.46,0.128,15.44,0,0,0
2021-09-03,Buner,34.4833,72.5333,3.24,6.43,13.96,3.35,2.86,20.59,13.71,51.81,0.275,4.49,0,0,0
2021-09-04,Buner,34.4833,72.5333,0.0,0.28,0.59,2.3,5.21,17.09,10.67,69.95,0.186,21.73,0,0,0
2021-09-05,Buner,34.4833,72.5333,8.69,17.05,26.45,8.69,3.23,27.31,21.15,57.32,0.333,6.64,0,0,1
2021-09-06,Buner,34.4833,72.5333,7.02,24.36,41.16,7.26,3.74,16.13,7.74,78.69,0.417,12.16,1,0,1
2021-09-07,Buner,34.4833,72.5333,0.0,11.37,30.31,3.68,1.82,18.63,11.62,66.55,0.427,23.04,0,0,0
2021-09-08,Buner,34.4833,72.5333,113.87,170.59,236.56,113.87,1.17,15.41,6.54,54.4,0.6,0.02,1,0,1
2021-09-09,Buner,34.4833,72.5333,1.45,2.83,18.18,1.45,3.85,14.22,6.36,62.87,0.231,13.77,0,0,0
2021-09-10,Buner,34.4833,72.5333,14.71,23.5,28.56,14.71,4.5,23.89,16.76,95.0,0.361,27.68,1,0,1
2021-09-11,Buner,34.4833,72.5333,3.31,16.06,28.72,4.76,0.86,17.79,9.12,40.75,0.274,14.16,0,0,0
2021-09-12,Buner,34.4833,72.5333,0.9,10.42,30.14,3.54,5.18,14.12,5.99,57.56,0.393,0.0,0,0,0
2021-09-13,Buner,34.4833,72.5333,4.81,13.39,16.73,5.79,5.53,17.78,10.0,48.22,0.324,4.76,0,0,0
2021-09-14,Buner,34.4833,72.5333,1.83,56.08,61.97,1.83,4.56,24.35,17.91,53.23,0.494,14.63,1,0,0
2021-09-15,Buner,34.4833,72.5333,1.95,26.68,42.82,1.95,2.09,17.19,10.64,46.33,0.417,15.66,1,0,0
2021-09-16,Buner,34.4833,72.5333,6.83,19.65,33.5,6.83,5.7,22.29,15.75,52.14,0.362,14.72,1,0,1
2021-09-17,Buner,34.4833,72.5333,3.63,4.31,25.81,3.63,0.16,21.66,14.66,48.91,0.316,6.91,0,0,0
2021-09-18,Buner,34.4833,72.5333,0.85,4.18,22.64,4.28,0.81,21.62,13.91,26.55,0.266,7.41,0,0,0
2021-09-19,Buner,34.4833,72.5333,0.74,3.81,15.77,5.56,5.42,20.73,12.99,56.19,0.281,15.93,0,0,0
2021-09-20,Buner,34.4833,72.5333,2.93,15.12,17.64,2.93,4.22,13.63,4.94,52.31,0.265,22.7,0,0,0
2021-09-21,Buner,34.4833,72.5333,4.28,6.29,9.56,15.02,0.35,15.22,9.1,57.01,0.164,15.88,0,0,0
2021-09-22,Buner,34.4833,72.5333,2.39,5.97,21.6,13.79,4.7,12.22,5.58,41.69,0.281,22.25,0,0,0
2021-09-23,Buner,34.4833,72.5333,4.22,4.71,31.39,4.22,0.85,23.2,14.24,75.82,0.335,17.67,0,0,0
2021-09-24,Buner,34.4833,72.5333,3.32,6.31,27.75,3.32,3.57,18.78,11.71,44.67,0.4,31.02,0,0,0
2021-09-25,Buner,34.4833,72.5333,0.3,17.5,42.15,1.02,2.16,20.43,13.49,43.81,0.51,4.06,0,0,0
2021-09-26,Buner,34.4833,72.5333,0.27,29.66,30.03,1.77,5.43,17.4,9.38,73.19,0.372,26.85,1,0,0
2021-09-27,Buner,34.4833,72.5333,2.89,3.36,7.38,5.09,0.93,30.06,23.28,61.11,0.281,27.84,0,1,0
2021-09-28,Buner,34.4833,72.5333,2.87,5.81,15.13,2.87,3.14,10.78,3.56,58.97,0.265,25.83,0,0,0
2021-09-29,Buner,34.4833,72.5333,0.1,31.29,33.78,1.22,4.86,27.37,19.7,62.09,0.343,14.89,1,0,0
2021-09-30,Buner,34.4833,72.5333,2.05,19.9,27.37,4.18,4.99,22.44,13.75,50.56,0.318,19.02,1,0,0
2021-10-01,Buner,34.4833,72.5333,3.02,3.39,7.87,3.02,1.43,14.47,6.28,50.63,0.21,16.5,0,0,0
2021-10-02,Buner,34.4833,72.5333,1.03,9.57,9.84,1.03,1.46,18.61,10.44,33.85,0.199,3.81,0,0,0
2021-10-03,Buner,34.4833,72.5333,0.0,1.81,10.25,1.92,0.78,24.18,15.94,70.35,0.19,12.86,0,0,0
2021-10-04,Buner,34.4833,72.5333,3.08,4.76,10.84,3.08,2.15,16.64,8.17,58.36,0.242,10.03,0,0,0
2021-10-05,Buner,34.4833,72.5333,0.0,1.6,8.29,0.13,0.0,22.22,16.17,71.64,0.298,21.03,0,0,0
2021-10-06,Buner,34.4833,72.5333,3.61,8.59,10.5,3.61,0.69,26.37,18.87,82.5,0.169,12.15,0,0,0
2021-10-07,Buner,34.4833,72.5333,0.07,0.53,7.57,0.07,2.77,18.55,11.02,49.74,0.143,4.96,0,0,0
2021-10-08,Buner,34.4833,72.5333,2.59,12.4,15.43,2.59,0.91,16.36,9.27,39.26,0.289,7.98,0,0,0
2021-10-09,Buner,34.4833,72.5333,0.0,2.07,12.4,3.04,3.32,14.87,6.17,45.24,0.191,26.75,0,0,0
2021-10-10,Buner,34.4833,72.5333,0.01,2.45,3.57,1.15,2.87,13.87,7.68,66.29,0.204,28.49,0,0,0
2021-10-11,Buner,34.4833,72.5333,3.32,5.57,9.13,3.32,2.37,17.29,11.04,59.37,0.154,14.22,0,0,0
2021-10-12,Buner,34.4833,72.5333,0.0,1.04,13.06,1.96,0.17,22.79,16.07,95.0,0.317,0.0,0,0,0
2021-10-13,Buner,34.4833,72.5333,0.0,1.17,3.23,0.23,0.31,22.93,14.16,69.57,0.207,12.15,0,0,0
2021-10-14,Buner,34.4833,72.5333,0.33,3.11,6.94,0.52,0.34,20.62,13.6,73.59,0.154,15.16,0,0,0
2021-10-15,Buner,34.4833,72.5333,1.49,7.98,9.6,1.49,0.52,11.07,3.09,34.74,0.22,14.52,0,0,0
2021-10-16,Buner,34.4833,72.5333,0.0,10.0,11.09,1.08,0.45,19.34,11.4,62.19,0.232,23.84,0,0,0
2021-10-17,Buner,34.4833,72.5333,1.65,2.99,7.16,1.65,0.06,19.25,13.05,42.13,0.232,22.37,0,0,0
2021-10-18,Buner,34.4833,72.5333,1.29,11.04,14.13,1.29,0.88,19.36,11.99,61.46,0.226,14.38,0,0,0
2021-10-19,Buner,34.4833,72.5333,0.66,2.61,20.69,0.66,0.51,20.69,14.39,48.4,0.283,16.57,0,0,0
2021-10-20,Buner,34.4833,72.5333,2.89,8.15,11.57,5.08,1.26,17.6,9.81,32.47,0.243,10.75,0,0,0
2021-10-21,Buner,34.4833,72.5333,0.0,2.73,5.26,0.01,0.56,21.96,13.74,65.48,0.188,16.05,0,0,0
2021-10-22,Buner,34.4833,72.5333,3.38,3.71,4.61,3.38,0.22,29.55,22.29,48.77,0.203,12.57,0,0,0
2021-10-23,Buner,34.4833,72.5333,2.06,2.61,4.31,2.28,0.03,21.45,13.35,54.06,0.211,18.01,0,0,0
2021-10-24,Buner,34.4833,72.5333,0.0,0.24,5.77,0.06,0.01,31.66,25.61,64.08,0.096,15.23,0,1,0
